globalid,name,address,latitude,longitude,restroom_open_status,advertised_hours,ada_accessible,gender_neutral,baby_changing,showers,menstrual_products,category,operated_by,restroom_assessed,restroom_assessment_date,public_buildings,outdoor_facilities,government_facilities,commercial,transportation_mts,other,notes,timestamp,place_id,action,researcher_name,audit_datetime,restroom_name,open_when_visited,access_method,findability,showers_available,water_refill_nearby,visible_signage,security_cameras,access_barriers,overall_impressions,outside_context,approved
e729c27f-94bf-4631-9780-3c5003866d8f,Pacific Beach Law Street,"4861 Ocean Blvd, San Diego, CA 92109",32.802045,-117.259276,1,24/7,1,1,0,0,0,2,City of San Diego,1,6/22/22 17:12,,2,,,,,,,,,,,,,,,,,,,,,,
ec72bb33-4f3b-4ba4-a21a-4f3406709a4e,National City Public Library,"1401 National City Blvd, National City, CA 91950",32.6704966,-117.1045358,1,"Sun Closed, Mon - Thurs 10:00am - 8:00pm, Fri 10:00am - 6:00pm, Sat 10:00am - 5:00pm",1,0,0,1,0,1,City of National City,1,7/23/22 18:28,1,,,,,,,,,,,,,,,,,,,,,,,
554ec5e9-e167-43ec-88dd-18411a3d173c,Coronado Ferry Landing near Cold Stone,"1201 1st St # 101, Coronado, CA 92118",32.69811232,-117.1695199,1,"10:00am - 9:00pm, daily",1,0,1,1,1,,City of Coronado,1,,,,,,,,,,,,,,,,,,,,,,,,,
6589f4aa-f543-4370-81e9-771c4204f61b,Coronado Municipal Golf Course,"2000 Visalia Row, Coronado, CA 92118",32.68471106,-117.166032,1,"5:30am - 5:00pm, daily",1,0,1,1,1,,City of Coronado,1,,,,,,,,,,,,,,,,,,,,,,,,,
c1020ca4-64e8-4cd2-a921-91b2cbaacea1,Coronado Tidelands Park,"2000 Mullinex Dr, Coronado, CA 92118",32.69148767,-117.1650511,1,"6:00am - 10:30pm, daily",1,0,0,1,0,,City of Coronado,1,,,,,,,,,,,,,,,,,,,,,,,,,
59f84f11-c11d-4b19-ab01-88814f373ce8,Torrey Pines State Reserve,"12600 N Torrey Pines Rd, La Jolla, CA 92037",32.92700153,-117.2592838,1,"7:15am to Sunset, daily",1,1,0,1,0,2,City of San Diego & CA State,3,50:21.9,,2,,,,,,,,,,,,,,,,,,,,,,
6e1f6ce1-148e-41f6-bbbb-e68e264b85ce,San Elijo Lagoon Nature Center,"2710 Manchester Ave, Cardiff, CA 92007",33.01335689,-117.2742534,1,"9:00am - 5:00pm, daily",1,1,1,1,0,,San Diego County,1,,,,,,,,,,,,,,,,,,,,,,,,,
365e9ae9-702b-43be-8d34-273439eb9172,Mast Park Dog Park,"9125 Carlton Hills Blvd, Santee, CA 92071",32.8458428,-116.9925787,1,"Dawn to 10:00pm, daily",1,1,1,1,0,2,City of Santee,1,10/23/22 15:44,,1,,,,,,,,,,,,,,,,,,,,,,
1772f79d-30e1-442c-9574-754f6a0dee04,La Mesa Branch Library,"8074 Allison Ave, La Mesa, CA 91942",32.76620773,-117.0233086,1,"Mon & Thurs 10:00am - 6:00pm, Tues - Wed 12:00pm - 7:00pm, Fri - Sun 10:00am - 5:00pm",1,0,1,1,0,1,San Diego County,1,6/22/22 16:44,1,,,,,,,,,,,,,,,,,,,,,,,
a84fb165-8727-41c4-85ba-e145ec2dbd1f,Santee Public Library,"9225 Carlton Hills Blvd, Unit 17, Santee, CA 92071",32.84458665,-116.9968569,1,"Mon, Wed, Thurs 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Fri - Sat 10:00am - 5:00pm, Sun closed",1,1,1,1,2,1,San Diego County,1,6/26/24 21:53,1,,,,,,,,,,,,,,,,,,,,,,,
d843143f-77a1-47bc-a757-64e99cabcffe,Coronado Public Library,"640 Orange Ave, Coronado, CA 92118",32.6910465,-117.1774205,1,"Sun 1:00pm - 5:00pm, Mon - Thurs 9:30am - 9:00pm, Fri 9:30am - 6:00pm, Sat 10:00am - 6:00pm",1,0,1,1,0,,City of Coronado,1,,,,,,,,,,,,,,,,,,,,,,,,,
2f6e09f9-e9eb-4204-b78c-c378cd14d03f,Kensington-Normal Heights Branch Library,"4121 Adams Ave, San Diego, CA 92116",32.76303396,-117.1068254,1,"Sun Closed, Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm",1,1,1,1,0,1,City of San Diego,1,,1,,,,,,,,,,,,,,,,,,,,,,,
96175d03-51dc-4b7a-bf6e-bfbb9a3ed110,Pacific Beach Drive,"Pacific Beach Dr at Strandway, San Diego, CA 92109",32.79076438,-117.2544261,1,24/7,1,0,0,0,0,2,City of San Diego,1,6/24/22 16:59,,2,,,,,,,,,,,,,,,,,,,,,,
2397d09a-3ef7-4575-adbd-b7dd47ba784c,Spreckels Park,"601 Orange Ave, Coronado, CA 92118",32.69119134,-117.1761637,1,24/7,1,1,1,,0,,City of Coronado,1,,,,,,,,,,,,,,,,,,,,,,,,,
b55770d6-0be8-4723-b046-8124f3ec054f,Pacific Beach Tourmaline Surf Park,"304 Tourmaline St, San Diego, CA 92109",32.80512796,-117.2619928,1,24/7,1,0,0,0,0,2,City of San Diego,1,6/24/22 16:25,,2,,,,,,,,,,,,,,,,,,,,,,
ec61b3e0-6896-44d4-9a72-be5404d3d540,Embarcadero Marina South Park,"200 Marina Park Way, San Diego, CA 92101",32.70344077,-117.1644398,1,"6:00am - 10:30pm, daily",1,0,0,1,0,2,Port of San Diego,1,7/19/22 18:38,,1,,,,,,,,,,,,,,,,,,,,,,
f6ef00b4-3599-4329-8cc8-32699678c8f0,Ruocco Park,"585 Harbor Ln, San Diego, CA 92132",32.71071794,-117.1717792,1,"6:00am - 10:30pm, daily",1,0,0,0,0,2,Port of San Diego,1,2026-04-19 11:09,,1,,,,,No bathroom stall doors,2026-04-19T18:10:20.932Z,f6ef00b4-3599-4329-8cc8-32699678c8f0,update,Ariana,2026-04-19 11:09,Ruocco Park,Yes,Accessed from outside the building,Somewhat visible,No,Yes,Yes,No,,,,TRUE
42f62bdf-00ca-4014-9d2a-9feb38e64b7c,Palm Ridge Park,"751 Firethorn St, San Diego, CA 92154",32.58286093,-117.04001,1,24/7,1,0,0,,0,2,City of San Diego,1,,,1,,,,,,,,,,,,,,,,,,,,,,
53c64637-9d4d-4c2a-b49a-4b27024eed49,Ocean Beach Athletic Area,"2525 Bacon St, San Diego, CA 92107",32.75422315,-117.2413978,1,Mon - Thurs 11:00am - 8:00pm; Fri 11:00am - 7:00pm; Sat - Sun 8:00am - 4:00pm,1,0,0,1,0,2,City of San Diego,1,7/14/23 15:29,,1,,,,,,,,,,,,,,,,,,,,,,
35c1b13a-14b5-479a-8973-32e9fe9c5299,Chicano Park,"Between National and Logan, San Diego, CA 92113",32.69917387,-117.1423644,1,6:00am - 10:00pm - Google Maps,1,1,1,1,0,2,City of San Diego,1,8/3/22 16:30,,1,,,,,,,,,,,,,,,,,,,,,,
f3d92984-3cd8-49d4-adc1-91e630671a5c,Montgomery-Waller Community Park,"2997-3037, Palm Ave, San Diego, CA 92154",32.58259002,-117.0678763,1,24/7,1,1,0,,0,2,City of San Diego,1,,,1,,,,,,,,,,,,,,,,,,,,,,
2d6d0681-25a6-41f1-bbc6-e95c29bc79c7,Gaslamp Square Park,"170 6th Ave, San Diego, CA 92101",32.70711347,-117.1594935,1,6:00am - 8:30pm,1,1,0,1,0,3,City of San Diego,1,8/19/22 19:11,,,2,,,,,,,,,,,,,,,,,,,,,
63a68045-7a67-4896-825c-ac2775fb7778,North Beach,"300 Ocean Blvd, Coronado, CA 92118",32.68703747,-117.1910811,1,"7:00am - 10:00pm, daily",1,1,1,,0,,City of Coronado,1,,,,,,,,,,,,,,,,,,,,,,,,,
40daa1b4-9ce5-42b8-8c10-070b259ffc8f,Wells Park,"1153 E Madison Ave, El Cajon, CA 92021",32.79924875,-116.9424619,1,"7:00am - 7:00pm, daily",0,1,0,,0,2,City of El Cajon,1,,,1,,,,,,,,,,,,,,,,,,,,,,
a0ae8dd8-ef72-4117-8cfd-2163294397a4,Keiller Neighborhood Park,"720 Woodrow Ave, San Diego, CA 92114",32.71237518,-117.0414159,1,"7:00am - 8:30pm, daily",1,1,1,,0,2,City of San Diego,1,,,1,,,,,,,,,,,,,,,,,,,,,,
ba11f036-6802-48ca-913e-a4398e3371a7,Otay Valley Regional Park Ranger Station,"2155 Beyer Blvd, San Diego, CA 92154",32.58792838,-117.0722208,1,8:00am - 5:00pm,1,1,0,,0,2,City of San Diego,1,,,3,,,,,,,,,,,,,,,,,,,,,,
0f15b884-611a-4a32-9d3f-db181fe35c80,Mast Park Parking Lot,"9125 Carlton Hills Blvd, Santee, CA 92071",32.84505185,-116.9961568,1,"Dawn to 10:00pm, daily",1,1,1,1,0,2,City of Santee,1,6/23/22 16:02,,1,,,,,,,,,,,,,,,,,,,,,,
3612d9f3-9153-4b17-a7d3-ba611686c715,Bayfront Park,"1 Park Blvd, San Diego, CA 92101",32.70460796,-117.1612891,1,"6:00am - 10:30pm, daily",1,0,0,1,0,2,Port of San Diego,1,11/18/22 15:22,,1,,,,,,,,,,,,,,,,,,,,,,
091122bd-8b89-4661-b9d9-841c22f27b16,Encanto Recreation Center,"294 Wunderlin Ave, San Diego, CA 92114",32.71470166,-117.0578066,1,"Mon & Wed 11:00am - 10:00pm; Tues & Thurs 11:00am - 7:00pm; 12:00pm - 8:00pm, Fri 11:00am - 8:00pm; Sat 9:00am - 3:00pm; Sun Closed",1,0,1,,0,1,City of San Diego,1,,2,,,,,,,,,,,,,,,,,,,,,,,
02356483-4fc5-4389-a530-3cff8f6c7328,Vista Terrace Pool,"301 Athey Ave, San Diego, CA 92173",32.5651273,-117.0514815,0,"Mon - Fri 3:00pm - 7:00pm, Sat - Sun Closed",0,0,0,,0,1,City of San Diego,1,,3,,,,,,,,,,,,,,,,,,,,,,,
e44e17d8-3259-421e-b578-e115b8f0959b,San Diego Central Library,"330 Park Blvd, San Diego, CA 92101",32.70878301,-117.1540875,1,"Sun Closed, Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm",1,1,1,,0,1,City of San Diego,1,,1,,,,,,,,,,,,,,,,,,,,,,,
7a774da9-bb4c-4788-aba6-f84a42602490,Pacific Beach/Taylor Branch Library,"4275 Cass St, San Diego, CA 92109",32.79409747,-117.2500132,1,Sat - Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Fri 9:30am - 6:00pm,1,0,1,1,2,1,City of San Diego,1,6/24/22 17:04,1,,,,,,,,,,,,,,,,,,,,,,,
4bca16c3-52ed-4c9c-a284-4b4635f3a85b,Otay Mesa-Nestor Library,"3003 Coronado Ave, San Diego, CA 92154",32.5766175,-117.0679143,1,"Sun Closed, Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm",1,0,1,,0,1,City of San Diego,1,,1,,,,,,,,,,,,,,,,,,,,,,,
6ea962f3-f749-4ab7-915f-db2ea040940e,Santee Lakes (between lakes 3 & 4),"9310 Fanita Pkwy, Santee, CA 92071",32.85372289,-117.0058043,1,"Seasonal Park Hours (Nov 7-Through Feb) Mon - Thurs 8:00am - 5:00pm, Fri - Sun 6:00am - 5:00pm. (March 13-Sep) Mon - Thurs 8:00am - 7:00pm, Fri - Sun 6:00am - 7:00pm, (Oct) Mon - Thurs 8:00am - 6:00pm, Fri - Sun 6:00am - 6:00pm",1,0,0,,0,2,Padre Dam,1,,,1,,,,,,,,,,,,,,,,,,,,,,
0d685709-9f6d-4c8b-9646-24be0198379d,Santee Lakes (between Lakes 5 & 6),"9310 Fanita Pkwy, Santee, CA 92071",32.86045965,-117.0077583,1,"Seasonal Park Hours (Nov 7-Through Feb) Mon - Thurs 8:00am - 5:00pm, Fri - Sun 6:00am - 5:00pm. (March 13-Sep) Mon - Thurs 8:00am - 7:00pm, Fri - Sun 6:00am - 7:00pm, (Oct) Mon - Thurs 8:00am - 6:00pm, Fri - Sun 6:00am - 6:00pm",1,0,0,,0,2,Padre Dam,1,,,1,,,,,,,,,,,,,,,,,,,,,,
ee80fac7-616b-4d15-a423-241a670dad33,Santee Lakes (Lake 4),"9310 Fanita Pkwy, Santee, CA 92071",32.85680764,-117.0061975,1,"Seasonal Park Hours (Nov 7-Through Feb) Mon - Thurs 8:00am - 5:00pm, Fri - Sun 6:00am - 5:00pm. (March 13-Sep) Mon - Thurs 8:00am - 7:00pm, Fri - Sun 6:00am - 7:00pm, (Oct) Mon - Thurs 8:00am - 6:00pm, Fri - Sun 6:00am - 6:00pm",1,0,0,,0,2,Padre Dam,1,,,1,,,,,,,,,,,,,,,,,,,,,,
434f6bdd-f210-4f3d-8851-3058457c28bf,Imperial Beach Fishing Pier,"790 Seacoast Dr, Imperial Beach, CA 91932",32.5796089,-117.1358607,1,"6:00am - 10:00pm, daily",1,0,0,,0,2,Port of San Diego,1,,,2,,,,,,,,,,,,,,,,,,,,,,
6a973bf9-d092-4538-ba60-4ff659d0a4f7,Hilton Parking,"1 Park Blvd, San Diego, CA 92101",32.70373156,-117.158946,0,Closed to public; employee access only,0,0,0,0,0,5,Hilton & Port of San Diego,1,2026-04-19 11:22,,,,2,,,"Closed entirely to public, employees only",2026-04-19T18:23:20.014Z,6a973bf9-d092-4538-ba60-4ff659d0a4f7,update,Brandon Le,2026-04-19 11:22,Hilton Parking,Permanently closed,Employee Access Only,Somewhat visible,No,No,No,Yes,Permanently closed,,Looks maintained,TRUE
f25c28ca-a46e-487c-af22-ea74adc99c93,Spring Valley County Park,"8735 Jamacha Blvd, Spring Valley, CA 91977",32.70700282,-117.0075654,1,"Sunrise to Sunset, daily",2,1,0,1,0,,San Diego County,1,,,,,,,,,,,,,,,,,,,,,,,,,
1adc0864-2373-4d5c-a0db-d349f7af7ccc,Broadway Landing,"990 N Harbor Dr, San Diego, CA 92132",32.71663611,-117.1732348,1,"Mon - Fri 8:00am - 8:00pm, Sat - Sun 8:00am - 11:00pm",1,0,1,1,0,2,Port of San Diego,1,11/14/22 19:24,,1,,,,,,,,,,,,,,,,,,,,,,
9cd1d4cb-ac9a-4279-a09b-864ea576a740,Imperial Beach Senior Center,"1075 8th St, Imperial Beach, CA 91932",32.57734495,-117.1163391,1,"Mon & Wed 8:00am - 12:00pm, Tues & Thurs 9:00am - 12:00pm; Fri 8:00am - 2:00pm",1,0,0,1,0,2,City of Imperial Beach,1,,,1,,,,,,,,,,,,,,,,,,,,,,
5349c2dd-4043-4e5e-bf86-c6959ca087d8,Seaport Village West,"855 W Harbor Drive, San Diego, CA 92101",32.70922105,-117.1708795,1,"10:00am - 9:00pm, daily",1,0,1,1,1,5,Port of San Diego,1,,,,,1,,,,,,,,,,,,,,,,,,,,
97a08ced-5689-4f2f-9749-03007d8ce17c,Center Beach,"100 Ocean Blvd, Coronado, CA 92118",32.68364522,-117.1839882,1,Unknown,2,0,0,0,0,2,City of Coronado,1,4/15/22 17:00,,2,,,,,,,,,,,,,,,,,,,,,,
f8f78a9c-a8f3-4324-878b-85256850cc17,Portwood Pier Plaza,"790 Seacoast Drive, Imperial Beach, CA 91932",32.58192464,-117.1321591,1,6:00am - 10:30pm,1,0,0,,0,2,Port of San Diego,1,,,2,,,,,,,,,,,,,,,,,,,,,,
1c1bbf6d-8b19-4ba4-ba0c-fa1ef9d76be0,Dunes Park,"790 Seacoast Dr, Imperial Beach, CA 91932",32.58190825,-117.1321265,1,"7:00am to Sunset, daily",1,0,0,,0,2,Port of San Diego,1,,,1,,,,,,,,,,,,,,,,,,,,,,
d2740aad-3606-4a5e-ba75-03bf390b17fc,Northmont Park,"6058 Severin Dr, La Mesa, CA 91942",32.78857778,-116.9996556,1,"6:00am - 10:00pm, daily",0,0,0,1,0,2,City of La Mesa,3,8/23/22 18:32,,1,,,,,,,,,,,,,,,,,,,,,,
f65e0e4f-1e99-4932-8591-97d6e9fb1a8b,Renette Recreation Center,"935 Emerald Ave, El Cajon, CA 92020",32.78314652,-116.9684356,1,"Mon - Fri 2:00pm - 9:30pm, Sat 12:00pm - 4:00pm, Sun Closed",1,0,1,,0,1,City of El Cajon,1,,2,,,,,,,,,,,,,,,,,,,,,,,
44d71213-836b-4b55-988c-336ddace3f47,Silver Wing Recreation Center,"3737 Arey Dr, San Diego, CA 92154",32.5778324,-117.0534213,1,Mon - Fri 12:00pm - 7:00pm; Sat 9:00am - 5:00pm; Sun Closed,1,0,0,,0,1,City of San Diego,1,,2,,,,,,,,,,,,,,,,,,,,,,,
0a9951e4-fa1c-4bd7-92b2-61f8e59358ab,East Mission Bay,"2195 E Mission Bay Dr, San Diego, CA 92109",32.78452505,-117.2089234,1,24/7,1,0,0,0,0,2,City of San Diego,1,6/19/22 18:20,,2,,,,,,,,,,,,,,,,,,,,,,
06428e1e-8201-4d6b-bf31-75148996f008,Runner's Bathroom Mission Bay Park,"2600 E Mission Bay Dr., San Diego, CA 92109",32.78847346,-117.2089512,1,24/7,0,0,0,0,0,2,City of San Diego,1,,,1,,,,,,,,,,,,,,,,,,,,,,
9dbd0cc7-8f23-4eb3-90c3-4859a7b59a03,Harry Griffen Park,"9550 Milden St, La Mesa, CA 91942",32.78443056,-116.9875667,1,"7:00am - 5:00pm, daily",1,0,0,1,0,2,City of La Mesa,1,5/22/22 14:21,,1,,,,,,,,,,,,,,,,,,,,,,
0c600e96-cb3d-4dd4-b024-cb1a9fb5eda2,Carlton Oaks Golf Club,"9200 Inwood Dr, Santee, CA 92071",32.84218464,-117.0097499,1,Mon - Thurs 10:00am - 7:00pm; Fri 9:00am - 8:30pm; Sat - 6:30am - 8:30pm; Sun  8:00am - 7:00pm,1,0,0,1,0,2,Carlton Oaks Golf Club,1,6/29/22 18:45,,5,,,,,,,,,,,,,,,,,,,,,,
63b156a7-32e9-41b7-b308-e677ae02c61e,Fanuel Street Park,"9950 Fanuel St, San Diego, CA 92109",32.79177497,-117.2444563,1,24/7,1,1,0,0,0,2,City of San Diego,1,5/19/22 18:56,,2,,,,,,,,,,,,,,,,,,,,,,
d7a2f40c-5d05-4f43-a81a-93079451c4f7,Crown Point Park North,"3700 Crown Point Dr, San Diego, CA 92109",32.78750842,-117.2326381,1,24/7,1,1,0,1,0,2,City of San Diego,1,5/19/22 15:55,,1,,,,,,,,,,,,,,,,,,,,,,
b2cc9a5e-e01f-411e-a13b-c13f8aae8563,Mission Bay Playground,"3115 Sunset Cliffs Blvd, San Diego, CA 92109",32.77191684,-117.2092593,1,24/7,1,0,0,,0,2,City of San Diego,1,,,1,,,,,,,,,,,,,,,,,,,,,,
71bf60fb-291d-4624-a67a-2efd49fd582e,Santee Town Center Community Park East,"550 Park Center Dr, Santee, CA 92071",32.84914842,-116.9793729,1,6:00am - 10:00pm daily,1,0,0,,0,2,City of Santee,1,,,1,,,,,,,,,,,,,,,,,,,,,,
8d73d1ce-ac09-4807-b76f-85404c675bac,Santee Town Center Community Park West,"9409 Cuyamaca St, Santee, CA 92071",32.84933503,-116.982622,1,6:00am - 10:00pm daily,1,0,0,,0,2,City of Santee,1,,,1,,,,,,,,,,,,,,,,,,,,,,
14ca7e01-08f0-4b5e-83c5-a934689be5e2,MacKenzie Creek Park,"2775 MacKenzie Creek Rd, Chula Vista, CA 91914",32.65957983,-116.9690492,1,"7:00am - 10:00pm, daily",0,0,0,1,0,2,City of Chula Vista,1,5/23/22 15:30,,1,,,,,,,,,,,,,,,,,,,,,,
029b1387-8747-47c6-8baf-0d894e11bebf,Portland Loo (Park & Market),"Park Blvd & Market St, San Diego, CA 92101",32.71178366,-117.1539283,1,6am-10pm,1,1,0,1,0,3,City of San Diego and Park & Market Condominium Master Association,1,8/24/22 17:16,,,1,,,,,,,,,,,,,,,,,,,,,
a2f309e0-2a3b-4270-925c-05632385ed0c,Pacific Beach Diamond Street,"600 Diamond St, San Diego, CA 92109",32.79903114,-117.2578749,1,24/7,1,0,0,0,0,2,City of San Diego,1,6/24/22 16:42,,2,,,,,,,,,,,,,,,,,,,,,,
d480d056-bfca-48a7-8ee0-e6a6113c71b3,Coronado Ferry Landing near Holland's Bikes,"1201 1st St # 101, Coronado, CA 92118",32.69861228,-117.1701677,1,"10:00am - 9:00pm, daily",1,0,1,1,1,,City of Coronado,1,,,,,,,,,,,,,,,,,,,,,,,,,
39210eab-7689-4e12-87e3-7b5c05542246,Pepper Park,"3299 Tidelands Ave., National City, CA 91950",32.64980425,-117.1114093,1,"6:00am - 10:30pm, daily",1,0,1,1,0,2,Port of San Diego,1,,,1,,,,,,,,,,,,,,,,,,,,,,
4211ec55-b715-4c01-a1d7-f541886aa90b,Eucalyptus County Park,"9125 Edgewood Drive, La Mesa, CA 91941",32.75990035,-117.0010787,1,"6:00am - 7:00pm, daily",1,0,0,1,0,2,San Diego County,3,7/19/22 18:48,,1,,,,,,,,,,,,,,,,,,,,,,
816cce68-7fe6-465c-b733-5e62b6b7c46e,Eucalyptus Park,"436 C St, Chula Vista, CA 91910",32.6495647,-117.0890651,1,"6:00am - 9:00pm, daily",1,0,0,1,0,2,City of Chula Vista,1,7/19/22 18:53,,1,,,,,,,,,,,,,,,,,,,,,,
d327dca2-fb91-4c06-97ca-e757b1d68027,Kimball Park (1),"49 E 16th Street, National City, CA 91950",32.67179367,-117.1043141,1,"Dawn to Sunset, daily",1,0,0,1,0,2,City of National City,1,7/22/22 16:25,,1,,,,,,,,,,,,,,,,,,,,,,
1128ef11-30eb-4266-bdc0-38c01d36c3b8,Las Palmas Park (1),1800 E 22nd St. National City Ca 91950,32.66930663,-117.0829902,1,"6:30am - 4:00pm, daily",1,0,0,1,0,2,City of National City,1,7/22/22 17:08,,1,,,,,,,,,,,,,,,,,,,,,,
ef9626d0-7869-4807-aebc-a4b276b5091e,Santee Lakes (Tin Fish),"9310 Fanita Pkwy, Santee, CA 92071",32.85828183,-117.0064526,1,"Seasonal Park Hours (Nov 7-Through Feb) Mon - Thurs 8:00am - 5:00pm, Fri - Sun 6:00am - 5:00pm. (March 13-Sep) Mon - Thurs 8:00am - 7:00pm, Fri - Sun 6:00am - 7:00pm, (Oct) Mon - Thurs 8:00am - 6:00pm, Fri - Sun 6:00am - 6:00pm",0,1,1,,0,2,Padre Dam,1,,,1,,,,,,,,,,,,,,,,,,,,,,
082d5607-8a82-4a01-a51a-b3471b3cf772,Santee Lakes Guardhouse,"9310 Fanita Pkwy, Santee, CA 92071",32.84893645,-117.0049069,1,"Seasonal Park Hours (Nov 7-Through Feb) Mon - Thurs 8:00am - 5:00pm, Fri - Sun 6:00am - 5:00pm. (March 13-Sep) Mon - Thurs 8:00am - 7:00pm, Fri - Sun 6:00am - 7:00pm, (Oct) Mon - Thurs 8:00am - 6:00pm, Fri - Sun 6:00am - 6:00pm",1,0,0,,0,2,Padre Dam,1,,,1,,,,,,,,,,,,,,,,,,,,,,
9c257025-2e1f-45c4-9c4a-d04378c4ac85,Sweetwater Summit Regional Park Playground,"3218 Summit Meadow Rd, Bonita, CA 91902",32.68308699,-117.0007333,1,"9:30am to Sunset, daily",1,0,0,1,0,2,San Diego County,2,,,1,,,,,,,,,,,,,,,,,,,,,,
0aeff37f-a90c-4de8-89de-d73e7c6e0b34,Fault Line Park,"1443 Island Ave, San Diego, CA 92101",32.71034376,-117.1515895,1,"6:00am - 12:00am, daily",1,1,0,1,0,5,City of San Diego & Pinnacle International Development Inc,1,8/19/22 19:05,,,,2,,,,,,,,,,,,,,,,,,,,
e842f468-45bc-45ca-8992-ce343afc72d2,Verna Quinn Athletic Field,"6508 Wunderlin Ave, San Diego, CA 92114",32.71617084,-117.0565126,0,24/7,2,2,2,,3,2,City of San Diego,2,,,1,,,,,,,,,,,,,,,,,,,,,,
df3c48c8-b61b-4cbd-ab7a-9769f9f11924,Tuttle Park,"379 W Chase Ave, El Cajon, CA 92020",32.77966415,-116.9657272,0,7:00am - 9:00pm (Only open during baseball games),2,2,2,,3,2,City of El Cajon,2,,,1,,,,,,,,,,,,,,,,,,,,,,
68a41e78-ba5c-4419-b30c-aaf86e59ca49,Marie Widman Memorial Park,"6727 Imperial Ave., San Diego, CA  92114",32.710433,-117.053499,0,24/7,0,2,2,,3,2,City of San Diego,2,,,1,,,,,,,,,,,,,,,,,,,,,,
e31fd9cd-3ef3-4ad7-a926-4ba0035455f2,Mariner's Point,"3119 Mariners Way, San Diego, CA 92109",32.76913233,-117.2457835,1,24/7,1,0,0,0,0,2,City of San Diego,1,6/23/22 15:35,,1,,,,,,,,,,,,,,,,,,,,,,
b1db6560-f6d3-444d-abf9-39910b314764,Waterfront Park Marriage Hut,"1600 Pacific Hwy, San Diego, CA 92101",32.72242984,-117.1722806,1,6:00am - 10:00pm daily,1,1,1,0,0,2,San Diego County,1,,,1,,,,,,,,,,,,,,,,,,,,,,
06fa243f-31be-492c-8a5b-da8c7360e72f,College-Rolando Branch Library,"6600 Montezuma Rd, San Diego, CA 92115",32.76920819,-117.055994,1,Sat - Sun closed; Mon - Tues 11:30am - 8:00pm; Wed - Fri 9:30am - 6:00pm,1,0,1,1,0,1,City of San Diego,1,40:59.0,1,,,,,,,,,,,,,,,,,,,,,,,
0578170b-378b-414a-b707-eef42ebe55f9,Casa de Salud Youth Center,"1408 Harding Ave, National City, CA 91950",32.66924114,-117.1092183,0,Mon - Wed 3:00pm - 7:00pm,2,2,2,1,3,1,City of National City,3,7/20/22 21:48,5,,,,,,,,,,,,,,,,,,,,,,,
dfe219b4-6b36-4414-a5a7-362d9c18c862,Chollas Lake,"6350 College Grove Dr, San Diego, CA 92115",32.73836217,-117.0608966,1,"6:30am to 30 minutes before sunset, daily (gate closes 7:00pm on Tues)",1,1,0,1,0,2,City of San Diego,1,4/25/22 0:07,,1,,,,,,,,,,,,,,,,,,,,,,
97fbf9a4-1774-4e97-971f-f6fef6244e6c,San Carlos Branch Library,"7265 Jackson Dr, San Diego, CA 92119",32.80205299,-117.0405983,1,Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm,1,0,1,1,0,1,City of San Diego,3,,1,,,,,,,,,,,,,,,,,,,,,,,
552846f5-54de-4bc9-8a1f-2f4143182d1f,Clairemont Branch Library,"2920 Burgener Blvd, San Diego, CA 92110",32.79355112,-117.1939173,1,Sun Closed; Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm,1,0,1,1,0,1,City of San Diego,3,,1,,,,,,,,,,,,,,,,,,,,,,,
78190c2e-c110-4cbb-9a77-96c96b30e44c,Garage Buona Forchetta,"1000 C Ave, Coronado, CA 92118",32.6852831,-117.1790207,1,"Sun - Thurs 8:00am - 9:00pm, Fri - Sat 8:00am - 10:00pm",1,0,1,1,0,,City of Coronado & Buena Forchetta SD,3,,,,,,,,,,,,,,,,,,,,,,,,,
83d36f29-e7d6-4fba-b506-6f29e1baa25e,Templars Hall,"14134 Midland Rd, Poway, CA 92064",32.97028879,-117.0368728,1,"Weekends and Special Events. Otherwise, go to the facility behind the Hamburger Factory @ 14122 Midland Rd, Poway, CA 92064",1,1,0,1,0,2,City of Poway,3,,,,,,,,,,,,,,,,,,,,,,,,,
32c2dd48-475f-4b55-aea9-93aec120d923,Mission Bay Park (De Anza Boat Launch),"3500 Mission Bay Dr, San Diego, CA 92109",32.79238031,-117.2093214,1,24/7,1,0,0,0,0,2,City of San Diego,1,3/5/22 17:18,,2,,,,,,,,,,,,,,,,,,,,,,
1b0a8b85-3789-4202-a7e1-3cacdf1706e7,Memorial Park,"2947 Ocean View Blvd., San Diego, CA  92113",32.70018656,-117.1305776,1,7:00am - 7:00pm,1,1,0,1,0,2,City of San Diego,1,8/23/22 16:07,,1,,,,,,,,,,,,,,,,,,,,,,
