globalid,name,address,latitude,longitude,restroom_open_status,advertised_hours,ada_accessible,gender_neutral,baby_changing,showers,menstrual_products,category,operated_by,restroom_assessed,restroom_assessment_date,public_buildings,outdoor_facilities,government_facilities,commercial,transportation_mts,other,notes,timestamp,place_id,action,researcher_name,audit_datetime,restroom_name,open_when_visited,access_method,findability,showers_available,water_refill_nearby,visible_signage,security_cameras,access_barriers,overall_impressions,outside_context,approved
7d29e483-9a12-423a-bf9f-cbfa5a4a55f9,Fletcher Hills Branch Library,"576 Garfield Ave, El Cajon, CA 92020",32.8018516,-116.9977528,,"Sun - Mon closed, Tues 12:00pm - 7:00pm, Wed 10:00am - 6:00pm, Thurs 10:00am - 6:00pm, Fri 10:00am - 5:00pm, Sat 10:00am - 5:00pm",,,,1,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
fa503b10-932b-4e96-8196-1ad6b3001d4b,Lincoln Acres Branch Library,"2725 Granger Ave, National City, CA 91950",32.66656639,-117.0712445,,"Sun - Mon closed, Tues 10:00am - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,,1,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
b93cfd6f-d52e-458a-aa0c-5eb7e4d9acc1,Del Mar Branch Library,"1309 Camino Del Mar, Del Mar, CA 92014",32.95723748,-117.2642702,1,"Sun - Mon closed, Tues 12:00pm - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,,1,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
62c19a07-8555-46aa-af18-f94d3c4f79f2,Descanso Branch Library,"9545 River Dr, Descanso, CA 91916",32.85999525,-116.614959,,"Sun - Mon closed, Tues 10:00am - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,,1,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3b47a6-17a7-4c0b-802b-53d0a828e29f,Jacumba Branch Library,"44605 Old Hwy 80, Jacumba Hot Springs, CA 91934",32.61723856,-116.1870757,,"Sun - Mon closed, Tues 12:00pm - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,,1,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
d9cf3160-6968-47d7-8f40-35a310355455,Borrego Springs Branch Library,"2580 Country Club Rd, Borrego Springs, CA 92004",33.25391515,-116.3794542,,"Sun - Mon closed, Tues 9:30am - 6:00pm, Wed - Thurs 9:30am - 8:00pm, Fri - Sat 9:30am-5:00pm",,,,1,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
849333a2-47e4-4adb-bdef-0aec15041b93,Crest Branch Library,"105 Juanita Ln, El Cajon, CA 92021",32.80395278,-116.867545,1,"Sat - Sun closed, Mon - Fri 10:00am - 4:00pm",,,,1,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
5b817090-ce1e-4127-bed0-208bd4f99d0a,Broadway Pier,"1000 N. Harbor Drive, San Diego, CA 92101",32.71558795,-117.175154,1,"Sunrise to Sunset, daily",1,0,0,1,0,2,Port of San Diego,1,8/18/22 14:41,,1,,,,,,,,,,,,,,,,,,,,,,
497adb8f-9605-4eab-948a-1379f07a46df,Iron Mountain Trailhead,"14847-14909 CA-67, Poway, CA 92064",32.97831009,-116.9726916,1,"Sunrise to Sunset, daily",1,1,0,1,0,2,City of Poway,3,27:22.5,,3,,,,,,,,,,,,,,,,,,,,,,
64e97208-1886-45be-a203-daff95d5b234,Torrey Pines City Beach,"Torrey Pines City Beach, San Diego, CA 92037",32.87745757,-117.2508739,1,"Sunrise to Sunset, daily",1,1,0,1,0,2,City of San Diego & CA State,3,7/2/23 19:45,,2,,,,,,,,,,,,,,,,,,,,,,
3e2f1fe3-9b1f-478e-aa3d-240c8cb844e5,Horse Creek Ridge Sports Park,"240 Gold Palomino Way, Fallbrook, CA 92028",33.35554378,-117.1551631,,"Sunrise to Sunset, daily, closed Dec 25",,,,1,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
f4a8bfb0-2c1f-4182-a69f-72a415b8aadc,Belmont Park near Plunge,"3146 Mission Blvd, San Diego, CA 92109",32.7709367,-117.2521192,1,Vary Weekly,1,1,1,1,0,2,Pacifica Enterprises LLC & City of San Diego,3,6/10/24 16:37,,2,,,,,,,,,,,,,,,,,,,,,,
d328f86f-9cb4-4e48-958f-7917de51055f,Belmont Park near Zip Line,"3146 Mission Blvd, San Diego, CA 92109",32.77024291,-117.2521219,1,Vary Weekly,1,1,1,1,0,2,Pacifica Enterprises LLC & City of San Diego,3,6/10/24 16:37,,2,,,,,,,,,,,,,,,,,,,,,,
4f473438-fc51-434b-9512-b7ed9c5425b5,Lake Poway restroom complex,"14678 Lake Poway Rd, Poway, CA 92064",33.0043341,-117.0131099,,Wed - Sun 6:00am to Sunset,,,,1,,,City of Poway,,,,,,,,,,,,,,,,,,,,,,,,,,
1ecbc038-cdef-4da1-b865-e6512b26747a,Lake Poway Mount Woodson Trailhead,"Mount Woodson Trail, Poway, CA 92064",33.00668446,-117.0133065,,Wed - Sun 6:00am to Sunset,,,,1,,,City of Poway,,,,,,,,,,,,,,,,,,,,,,,,,,
c0c39534-2d87-43a2-9b29-f685d5528017,Lake Poway Recreation Office,"14644 Lake Poway Rd, Poway, CA 92064",33.0065827,-117.0148849,,Wed - Sun 6:00am to Sunset,,,,1,,,City of Poway,,,,,,,,,,,,,,,,,,,,,,,,,,
ee8da930-0714-4040-8e14-1cae8299d48c,Park de la Cruz,"3735 Landis Street, San Diego, CA 92105",32.74604175,-117.112204,0,Permanently closed,0,0,,0,0,,City of San Diego,1,2026-04-22 17:38,,,,,,,,2026-04-23T00:39:48.544Z,ee8da930-0714-4040-8e14-1cae8299d48c,update,MWC,2026-04-22 17:38,Park de la Cruz,Permanently closed,Accessed from outside the building,Easily Visible,No,No,No,No,Permanently closed,,,TRUE
4a08f864-ca1d-4878-89db-d7b67cfc54fe,Seaport Village East,"803 W Harbor Dr, San Diego, CA 92101",32.7090252,-117.1686564,1,"10:00am - 9:00pm, daily",1,0,1,1,2,5,Port of San Diego,3,,,,,1,,,,,,,,,,,,,,,,,,,,
4150196f-9567-43c1-8034-3e12120453a5,Seaport Village Central,"855 W Harbor Drive, San Diego, CA 92101",32.70900882,-117.1701806,1,"10:00am - 9:00pm, daily",1,0,1,1,1,5,Port of San Diego,3,,,,,1,,,,,,,,,,,,,,,,,,,,
4581f6d9-0e06-4ee2-85f1-58a88c6a3bb7,Paradise Hills (Charles L Lewis III) Skatepark,"6759 Paradise Valley Rd, San Diego, CA 92139",32.68762503,-117.0491865,,"10:00am to Dusk, daily",,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
9b40cb43-6c9b-4079-80ae-553773132b66,Rancho Penasquitos Skate Park,"10111 Carmel Mountain Rd, San Diego, CA 92129",32.96055978,-117.1097824,,"10:00am to Dusk, daily",,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
c33a11e4-cb80-487c-9899-e05483cbc0bf,Camino Ruiz Neighborhood Park,"11489 Camino Ruiz, San Diego, CA 92126",32.93424194,-117.1480909,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
e68648c1-1c04-4122-bc67-0606eca3e5dc,Cerro de las Posas Pool,"1387 W Borden Rd, San Marcos, CA 92069",33.15972551,-117.187613,,"12:30pm - 4:30pm, daily",,,,,,,City of San Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,
15055321-30a1-4e47-9bf7-563161fcf358,Agua Caliente County Park,"39555, 1849 Great Southern Overland Stage Route of, Julian, CA 92036",32.94996143,-116.3031932,,24/7,,,,,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
1d5faad6-7438-44a2-976c-6ae1209cb6b8,Alamosa Park,"Mesa Drive and Alamosa Drive, Oceanside, CA 92057",33.23856551,-117.2808834,,"6:00am - 9:00pm, daily",,,,,,,City of Oceanside,,,,,,,,,,,,,,,,,,,,,,,,,,
34ad8b14-8630-438f-94e9-0c14de8a75e8,Bill Cleator Community Park,"4412 Nimitz Blvd., San Diego, CA  92107",32.74709444,-117.2336917,,7:00am to Dusk,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
d73693b7-800e-4ba3-9af8-6c956834acbd,Buccaneer Park,"1506 S Pacific St, Oceanside, CA 92054",33.17689898,-117.3685451,,"6:00am - 9:00pm, daily",,,,,,,City of Oceanside,,,,,,,,,,,,,,,,,,,,,,,,,,
e3d6647a-7a03-499c-b535-73b11d89e864,Buckman Springs Rest Area,California 91962,32.75803001,-116.4839563,,24/7,,,,,,,CA Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,
cf1a974c-22b6-4c2b-b291-3d84147cf201,Calavera Hills Community Center,"2997 Glasgow Dr, Carlsbad, CA 92010",33.16613381,-117.2991366,,24/7,,,,,,,City of Carlsbad,,,,,,,,,,,,,,,,,,,,,,,,,,
ca984fe1-aca0-42a0-9cf8-5c30ddb32415,Charles Lewis III Memorial Park,"4639 Home Ave, San Diego, CA 92105",32.73409624,-117.0937617,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
d96f1b56-9742-4e1b-a137-ee0481453ead,Children's Pool,"834 Coast Blvd S, La Jolla, CA 92037",32.84722771,-117.2786304,1,Unknown,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
b38c28b4-c8e9-4031-8281-b62b169cac99,Civic Center,"1140 Third Ave, San Diego, CA 92101",32.71707231,-117.1621585,1,6 AM - 10PM,1,1,0,0,0,3,City of San Diego,1,2026-04-19 10:53,,,4,,,,Hand dryer not working,2026-04-19T18:00:41.342Z,b38c28b4-c8e9-4031-8281-b62b169cac99,update,Brandon Le,2026-04-19 10:53,Civic Center,Yes,Accessed from outside the building,Somewhat visible,No,No,No,Yes,"Security guard, same person as during Fall visit
10 mins before security kicks out occupant","Filthy, generally looks unmaintained","Not busy on a sunday morning
Security presence with window",TRUE
122016df-48eb-4df6-a2a3-6fcdeb837320,Colina Del Sol Park,"5319 Orange Ave, San Diego, CA 92115",32.75245264,-117.0801561,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
78126a3e-16cc-4b4e-8de1-ec2ac3198d23,Dennis V Allen Park,"800 Boundary St., San Diego, CA  92102",32.71282632,-117.1116069,0,,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
9d70e01a-bc55-4fca-be7c-079e94191701,Discovery Park,"700 Buena Vista Way, Chula Vista, CA 91910",32.64367769,-117.0067879,,24/7,,,,,,,City of Chula Vista,,,,,,,,,,,,,,,,,,,,,,,,,,
9a6ab871-a2ab-4dca-a7bd-e49b5bec4298,Dusty Rhodes Park,"2469 Sunset Cliffs Blvd, San Diego, CA 92107",32.75267461,-117.2394807,1,Dawn to Dusk,1,0,0,1,0,2,City of San Diego,3,6/8/24 17:20,,1,,,,,,,,,,,,,,,,,,,,,,
682e5636-265a-44d4-b49a-f0794e8af4f0,El Toyon Recreation Center,2005 E 4th St. National City CA 91950,32.68535468,-117.0876389,1,24/7,,,,,,,City of National City,,,,,,,,,,,,,,,,,,,,,,,,,,
d8b1986b-5118-4481-9193-0dd019e0ac36,Glen Park,"2149 Orinda Dr, Cardiff, CA 92007",33.01870681,-117.2801666,,24/7,,,,,,,City of Cardiff,,,,,,,,,,,,,,,,,,,,,,,,,,
99d95f3b-b09d-4679-83c0-69403817c9a2,Greg Rogers Park,"1168 Oleander Ave, Chula Vista, CA 91911",32.61997865,-117.0348421,,24/7,,,,,,,City of Chula Vista,,,,,,,,,,,,,,,,,,,,,,,,,,
d849bc6e-0cbc-437c-86ec-50a97a137c6a,Greg Rogers Park Ball Fields,"1168 Oleander Ave, Chula Vista, CA 91911",32.61824023,-117.0336633,,24/7,,,,,,,City of Chula Vista,,,,,,,,,,,,,,,,,,,,,,,,,,
52fb20d6-cfd1-4c4a-8f02-b756282c2939,Highland and Landis Park,"4380 Landis St, San Diego, CA 92105",32.74723728,-117.099531,0,Permanently closed,0,0,,0,0,,City of San Diego,1,2026-04-22 17:36,,,,,,,,2026-04-23T00:37:32.822Z,52fb20d6-cfd1-4c4a-8f02-b756282c2939,update,MWC,2026-04-22 17:36,Highland and Landis Park,Permanently closed,Accessed from outside the building,Easily Visible,No,No,No,No,Permanently closed,,,TRUE
92ef9eab-0bfc-432c-9aae-cd15a238a9c4,Holiday Park,"1055 Chestnut Ave, Carlsbad, CA 92008",33.16054284,-117.3402035,1,"8:00am - 10:00pm, daily",,,,,,,City of Carlsbad,,,,,,,,,,,,,,,,,,,,,,,,,,
8edb41b2-5ffc-475b-a68c-ca5717ff6367,Holiday Park (2),"1055 Chestnut Ave, Carlsbad, CA 92008",33.16018204,-117.3393461,,24/7,,,,,,,City of Carlsbad,,,,,,,,,,,,,,,,,,,,,,,,,,
ea04ad98-383b-4ddb-8f46-c1e3dc2a9863,Hourglass Community Park,"10440 Black Mountain Rd #2910, San Diego, CA 92126",32.90644524,-117.1222369,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
191ea370-2da4-43a3-8e24-2791f4ceb929,Jerabek Park,"10150 Avenida Magnifica, San Diego, CA 92131",32.91040862,-117.0821675,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
bdae577f-116c-4c96-888e-ab810e6e5dfd,John Landes Skatepark,"4215 Lewis St, Oceanside, CA 92056",33.19454699,-117.2864314,,"6:00am - 9:00pm, daily",,,,,,,City of Oceanside,,,,,,,,,,,,,,,,,,,,,,,,,,
d9ab1097-c2a7-462d-901f-fba51718d20e,Kelly Street Neighborhood Park,"6640 Kelly St, San Diego, CA 92111",32.78234047,-117.1762061,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
04b1909e-89d3-4a4a-8460-07417610d1a9,Lake Morena County Park Ranger Station,"2550 Lake Morena Dr, Campo, CA 91906",32.68605579,-116.5221269,,24/7,,,,,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
13d5a7bf-6932-492b-9838-302e5aeda335,Libby Lake Park,"504 Calle Montecito, Oceanside, CA 92057",33.25055426,-117.3090676,,"6:00am - 9:00pm, daily",,,,,,,City of Oceanside,,,,,,,,,,,,,,,,,,,,,,,,,,
d56245e7-ebe4-4aa1-adac-487f0cc27f06,Liberty Station Cushing,"2705 Cushing Rd, San Diego, CA 92106",32.73745556,-117.211511,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
5240e516-1b59-4f07-ab44-7859372cd020,Liberty Station Playground,"2455 Cushing Rd, San Diego, CA 92106",32.73444169,-117.2128106,,Sunrise to Sunset,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
3535d839-67c6-4d06-b1b1-caf8dab8acf2,Lifeguard Station Mission Beach Boardwalk,"3141 Ocean Front Walk, San Diego, CA 92109",32.771682,-117.252848,1,24/7,1,0,0,0,0,2,City of San Diego,1,6/10/24 14:11,,2,,,,,,,,,,,,,,,,,,,,,,
a835a060-01b4-42ca-9ab1-d8476d46c6a6,Lindbergh Neighborhood Park,"4141 Ashford St, San Diego, CA 92111",32.8190876,-117.1626223,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
b94f45ae-8432-4e61-b468-e696c1fca723,Mira Mesa Community Park North,"8575 New Salem St, San Diego, CA 92126",32.91650329,-117.1391535,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
2709970c-b058-42c1-826b-b2fb973187cf,Montecito Park,"1501 Santa Diana Rd, Chula Vista, CA 91913",32.61806159,-116.9888427,,24/7,,,,,,,City of Chula Vista,,,,,,,,,,,,,,,,,,,,,,,,,,
cf321a9b-467f-4e14-acf0-f8f5c9c08e85,Mountain View Park on 40th St,"435 S 40th St San Diego, CA 92113",32.702038,-117.107833,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
939776ef-e568-4abf-b244-98320092f7b4,City Heights Swim Center,"4376 Landis St, San Diego, CA 92105",32.74667114,-117.1003064,,Mon & Wed 12:00pm - 5:00pm,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
b6663076-048f-461a-bfa1-0f45dd1e194c,Olive Grove Park,"6075 Printwood Street, San Diego, CA 92117",32.82602987,-117.1710971,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
ab6d90ff-9831-4dad-bace-26454f53eef1,Balboa Park Pepper Grove North,"Pepper Grove, Balboa Park, San Diego, CA  92101",32.72897454,-117.1476292,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
47e42cf1-1895-40d4-876f-0810a3031e1c,Sage Canyon Park,"5248 Harvest Run Dr, San Diego, CA 92130",32.92600369,-117.2060753,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
c8798260-d6ef-44a8-a2b4-d2477e90acd5,San Clemente Canyon Trailhead Parking Lot,"East of Regents Road at 1022 Rose Canyon Trl, San Diego, CA 92117",32.84203341,-117.2132779,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
e90c5f30-f349-4502-bc8f-60d581935512,Rose Canyon Trailhead,"1022 Rose Canyon Trl, San Diego, CA 92117",32.83958941,-117.2202842,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
88b034b1-8915-4926-ac7c-d875da245fa7,South Bay Recreation Center,"1885 Coronado Ave, San Diego, CA 92154",32.575157,-117.0941577,,Mon - Tues 11:00am - 8:00pm; Wed - Thurs 10:00am - 8:00pm; Fri 11:00am - 7:00pm; Sat - Sun 9:00am - 4:00pm,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
bbd00dd0-eff4-4506-8ec4-5fae98c2dc14,South Creek Park,"12259 Wickerbay Cove, San Diego, CA 92128",32.94236896,-117.0799069,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
d9bcc493-759f-432d-ada2-aa31f793e543,Balboa Park Spanish Art Village,"1770 Village Pl, San Diego, CA 92101",32.73371365,-117.1478409,1,24/7,1,0,0,0,0,2,City of San Diego,3,2/18/22 15:13,,1,,,,,,,,,,,,,,,,,,,,,,
8058ca3d-7922-41f4-baa7-a44e136fd5ee,Spanish Landing West,"4300 N Harbor Dr, San Diego, CA 92101",32.72848739,-117.2102511,,"6:00am - 10:30pm, daily",,,,,,,Port of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
705fe983-c136-4b5b-bff5-9d46173e691f,Balboa Park Spreckels Organ Pavilion,"635 Pan American Rd W, San Diego, CA 92101",32.72980921,-117.1512695,1,24/7,1,0,1,1,0,2,City of San Diego,1,6/16/24 15:34,,1,,,,,,,,,,,,,,,,,,,,,,
b72cef40-4ffa-4725-bf79-2c03f8c34d14,Spring Canyon Neighborhood Park,"10907 Scripps Poway Pkwy, San Diego, CA 92131",32.93481851,-117.0925545,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
5c682779-499f-4e31-9698-343029cccfb2,St. Vincent de Paul,"16 15th St, San Diego, CA 92101",32.70559643,-117.1505971,1,24/7,1,0,0,1,0,6,St. Vincent de Paul,1,,,,,,,,,,,,,,,,,,,,,,,,,
a1b96c5c-da49-4014-9461-0a7f38a15ebd,Steel Canyon County Park,"2925 Steele Canyon Rd, El Cajon, CA 92019",32.73763261,-116.9130339,,24/7,,,,,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
4bf17955-14ac-4838-a0af-d1de557811cc,Stonebridge Neighborhood Park,"15030 Sycamore Trail Rd, San Diego, CA 92131",32.92393301,-117.0196127,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
c3029b6f-1ea9-4d4b-a60f-c952afe74bbc,Sunset Point Park,"1400 Dana Landing Rd, San Diego, CA 92109",32.76689411,-117.2386565,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
44612160-6f31-44fe-9ec4-d21bf9aebc7a,Swami's Seaside Park,"1350 S Coast Hwy 101, Encinitas, CA 92024",33.03461988,-117.2917356,,24/7,,,,,,,City of Encinitas,,,,,,,,,,,,,,,,,,,,,,,,,,
ef4ff9d4-cf32-4d08-9edf-b14f360b44b5,Torrey Meadows Neighborhood Park,"13499 Torrey Meadows Dr, San Diego, CA 92129",32.96451529,-117.1558045,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
e27f2c6a-4ecd-4ddb-b825-38b12c34221b,University Gardens Park,"Gullstrand St & Governor Dr., San Diego, CA 92122",32.853467,-117.1898594,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
7f963d46-6cf2-4acf-b72f-7b8bb46b7444,Veterans Park Skatepark,"785 E Palomar St, Chula Vista, CA 91911",32.61505564,-117.0223633,,24/7,,,,,,,City of Chula Vista,,,,,,,,,,,,,,,,,,,,,,,,,,
e6e0c5dc-99e3-4f0b-8dc1-8784391b8a2b,Views West Neighborhood Park,"12958 La Tortola, San Diego, CA 92129",32.95462321,-117.1159911,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
58c20398-d814-4878-8f3a-73f3d226cca8,Vista Pacifica Park,"6066 Avenida De Las Vistas, San Diego, CA 92154",32.5810694,-117.0051978,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
7417eb9f-89ca-49c6-b495-79806ab3d3d6,Vista Terrace Park,"301 Athey Ave, San Diego, CA 92173",32.56418868,-117.0510657,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
7276ce3a-5391-41ee-a786-b8fdb5fbd1c5,Walnut Grove Park,"1950 Sycamore Dr, San Marcos, CA 92069",33.18121445,-117.1529088,,24/7,,,,,,,City of San Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,
f43e46e0-3dd5-4ca5-8f51-f780e7bcdd9b,Walnut Grove Park Parking Lot,"1950 Sycamore Dr, San Marcos, CA 92069",33.18174293,-117.1529655,,24/7,,,,,,,City of San Marcos,,,,,,,,,,,,,,,,,,,,,,,,,,
dbb3a955-9868-45f4-aaa1-4da4b73d6beb,Ward Canyon Neighborhood Park,"3905 Adams Ave, San Diego, CA 92116",32.76253889,-117.1108583,0,Permanently closed,0,0,,0,0,,City of San Diego,1,2026-04-22 17:35,,,,,,,,2026-04-23T00:36:13.166Z,dbb3a955-9868-45f4-aaa1-4da4b73d6beb,update,MWC,2026-04-22 17:35,Ward Canyon Neighborhood Park,Permanently closed,Accessed from outside the building,Easily Visible,No,No,No,No,Permanently closed,,,TRUE
a648bb22-ff19-4fb3-83b9-16afbeb6f686,Westview Park,"11278 Westview Pkwy, San Diego, CA 92126",32.92344128,-117.1197227,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
8f459cb3-38b9-4ddf-a7f6-6d227a2033a9,28th & Beech Street,"28th St. & Beech St., San Diego, CA  92102",32.72063933,-117.1342436,1,24/7,0,0,0,1,0,2,City of San Diego,3,6/18/24 13:25,,1,,,,,,,,,,,,,,,,,,,,,,
f39f49ea-2f47-4d0f-a988-d755b8273dbc,Balboa Park 6th Ave & Nutmeg St,"2701 Sixth Ave, San Diego, CA 92103",32.73363328,-117.158988,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
225614f3-f456-437a-8e7e-8c8f7a71ffc6,Balboa Park Alcazar Garden Parking Lot,"1363 El Prado, San Diego, CA 92101",32.73059436,-117.1522362,,24/7,,,,,,,City of San Diego,3,,,,,,,,,,,,,,,,,,,,,,,,,
20c8b3b4-6ae4-4e94-990d-281dd5406e24,Bahia Point Beach,"3210 Gleason Rd, San Diego, CA 92109",32.77437057,-117.2451634,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
f4518fe7-9606-4eba-a243-63e8b880b5f8,Cliffridge Park,"8311 Cliffridge Ave, La Jolla, CA 92037",32.85825753,-117.2438765,1,24/7,1,1,1,1,0,2,City of San Diego,3,53:00.8,,1,,,,,,,,,,,,,,,,,,,,,,
b6df55b8-c120-42dc-af77-81308c146d80,Dana Basin,"1906 Dana Landing Rd, San Diego, CA 92109",32.76640352,-117.2351015,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
3e463f57-ed06-4243-9690-d1f8977c539e,Encanto Neighborhood Park,"Broadway &, 65th St, San Diego, CA 92114",32.71563615,-117.0569925,,Unknown,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
4e610c49-6d8d-4ff8-a781-0fc67e8fdab8,Goodland Acres Park,"8858 Troy St, Spring Valley, CA 91977",32.73730266,-117.0092564,,24/7,,,,,,,San Diego County,,,,,,,,,,,,,,,,,,,,,,,,,,
5556b0f7-a1d6-4dc8-b38e-ae41be225796,Hollywood Neighborhood Park,"Juniper St at Sumac, San Diego, CA 92105",32.73097692,-117.1044706,0,Permanently closed,0,0,,0,0,,City of San Diego,1,2026-04-22 17:40,,,,,,,,2026-04-23T00:41:05.615Z,5556b0f7-a1d6-4dc8-b38e-ae41be225796,update,MWC,2026-04-22 17:40,Hollywood Neighborhood Park,Permanently closed,Accessed from outside the building,Easily Visible,No,No,No,No,Permanently closed,,,TRUE
7614a8dd-d889-4da5-b2dd-5ed70ba5f635,Lifeguard Tower 17th Street,"1670 Coast Blvd, Del Mar, CA 92014",32.96241642,-117.2680545,1,"6:30a - locked 30 minutes before ""close""",1,1,1,0,0,2,City of Del Mar,3,40:31.6,,2,,,,,,,,,,,,,,,,,,,,,,
ecc391ce-d8ed-451a-b12c-f5b43dfd0c29,Linda Vista Community Park,"7064 Levant St, San Diego, CA 92111",32.79163542,-117.1700415,1,9:00am - 9:00pm,1,0,0,1,0,2,City of San Diego,3,6/13/24 16:58,,1,,,,,,,,,,,,,,,,,,,,,,
c4e575a7-71af-4136-86cf-c90bbc9b8e87,Mt. Etna Neighborhood Park,"4741 Mt Etna Dr, San Diego, CA 92117",32.82253829,-117.1922972,,24/7,,,,,,,City of San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,
93a6ac97-6955-47bd-b5d5-bddb371edf33,Ocean Beach Dog Beach,"Brighton & Spray, San Diego, CA 92107",32.75236937,-117.252117,1,24/7,1,0,0,0,0,2,City of San Diego,1,6/15/23 20:30,,2,,,,,,,,,,,,,,,,,,,,,,
809b28cb-3cb5-4276-9fb8-7272a5b68ea1,Ocean Beach Lifeguard Station,"281 Santa Monica Ave, San Diego, CA 92107",32.7488934,-117.2523007,1,24/7,1,0,0,0,0,2,City of San Diego,3,6/8/24 15:08,,2,,,,,,,,,,,,,,,,,,,,,,
bb3131c8-06fa-4e57-b810-9fa0833e9d89,Ocean Beach Pier,"Ocean Front Way & Niagara Ave, San Diego, CA 92107",32.74955241,-117.2573703,0,Unknown,2,0,2,1,0,2,City of San Diego,2,20:48.8,,2,,,,,,,,,,,,,,,,,,,,,,
dee3815b-50bf-4999-bb38-ed1d6c62d72a,Ocean Front Walk,"3090 Ocean Front Walk, San Diego, CA 92109",32.76963946,-117.2526386,1,Unknown,1,0,0,0,0,2,City of San Diego,1,6/10/24 14:11,,2,,,,,,,,,,,,,,,,,,,,,,
